Average_Rating,Average_Difficulty,Number_of_Ratings,Received_Pepper,Proportion_Take_Again,Online_Ratings,Male,Female,Major_Field,University,State
4.4,1.7,19.0,1,86.0,0.0,0,1,Sociology,San Diego State University,CA
3.5,2.2,12.0,0,38.0,1.0,0,0,Anthropology,"HACC, Central Pennsylvania's Community College",PA
4.1,2.3,8.0,0,100.0,0.0,0,1,Sociology,Citrus College,CA
4.0,3.2,6.0,1,80.0,1.0,1,0,Economics,Tidewater Community College,VA
4.8,2.0,9.0,1,100.0,0.0,0,0,Mathematics,University of Washington,WA
4.5,3.4,14.0,0,100.0,0.0,1,0,Biological Sciences,California State University San Marcos,CA
4.8,2.0,16.0,1,93.0,0.0,1,0,English,Borough of Manhattan Community College,NY
4.0,3.3,23.0,1,88.0,0.0,0,1,Mathematics,Chaffey College (all campuses),CA
3.5,3.4,7.0,0,,0.0,0,0,Biology,Houston Community College (all campuses),TX
2.4,2.8,6.0,0,,0.0,1,0,Mathematics,University of Ottawa,ON
4.7,2.0,14.0,0,100.0,0.0,0,1,Sociology,John Jay College of Criminal Justice,NY
3.3,2.8,11.0,1,75.0,0.0,0,0,Chemistry,University of Louisiana at Lafayette,LA
4.2,2.7,21.0,0,72.0,0.0,0,1,Mathematics,College of the Canyons,CA
4.5,1.6,10.0,0,100.0,0.0,0,1,Sociology,University of South Carolina,SC
5.0,2.9,8.0,1,100.0,0.0,0,1,Health,Virginia College-Jacksonville,FL
4.9,1.4,32.0,1,100.0,1.0,0,1,Sociology,University of South Carolina,SC
3.6,3.0,11.0,0,71.0,0.0,1,0,Mathematics,Indian River State College,FL
1.4,4.2,9.0,0,17.0,5.0,0,1,Nursing,SUNY Delhi,NY
3.3,3.3,27.0,1,,0.0,0,0,Economics,College of William and Mary,VA
3.1,2.0,6.0,0,,0.0,0,1,Electronic Media,Middle Tennessee State University,TN
4.6,2.1,36.0,1,,1.0,1,0,Counseling,Rio Hondo College,CA
3.7,3.5,10.0,0,57.0,2.0,0,1,Psychology,University of Florida,FL
2.9,3.7,20.0,0,88.0,1.0,1,0,Mathematics,Snow College,UT
4.5,2.0,11.0,1,,0.0,1,0,Philosophy,San Francisco State University,CA
4.9,3.5,41.0,1,97.0,0.0,0,0,English,Cypress College,CA
4.2,3.6,10.0,1,,0.0,0,1,Biology,University of Nevada Las Vegas,NV
4.7,2.6,9.0,1,100.0,3.0,0,0,Political Science,Florida International University,FL
3.6,3.3,6.0,1,,0.0,1,0,Journalism,University of Missouri - Columbia,MO
1.7,4.0,31.0,0,,0.0,0,1,Mathematics,University Of Illinois at Urbana-Champaign,IL
4.5,2.5,15.0,1,100.0,0.0,0,0,Business,Auburn University,AL
1.7,4.0,6.0,0,20.0,0.0,0,1,Mathematics,Thomas Nelson Community College,VA
3.9,3.6,10.0,1,86.0,0.0,0,0,Engineering,University of Texas at Dallas,TX
1.6,4.6,9.0,0,,0.0,0,1,Art  Design,Georgia State University,GA
4.8,1.3,16.0,1,,0.0,1,0,Psychology,Sam Houston State University,TX
2.5,3.4,7.0,0,17.0,0.0,1,0,Computer Science,Tulsa Community College,OK
3.1,3.5,13.0,0,40.0,1.0,0,1,Mathematics,Montgomery College: Rockville Campus,MD
4.5,1.9,9.0,0,80.0,1.0,0,1,Fine Arts,Baton Rouge Community College,LA
4.5,1.8,9.0,1,,0.0,0,1,Social Sciences,Miami Dade College (all),FL
4.8,2.8,6.0,1,,1.0,1,0,Chemistry,University of Richmond,VA
4.0,2.7,6.0,1,100.0,0.0,0,1,English,Mercy College,NY
4.2,2.2,6.0,0,,0.0,0,0,Psychology,Old Dominion University,VA
3.7,2.8,6.0,0,,0.0,1,0,English,Shasta College,CA
4.0,2.7,6.0,1,,0.0,0,1,Psychology,University of Nevada Las Vegas,NV
3.1,3.2,10.0,0,33.0,0.0,0,0,Chemistry,Red Rocks Community College,CO
4.8,1.7,8.0,0,88.0,5.0,1,0,Education,Lone Star College (all),TX
3.6,1.7,13.0,0,50.0,0.0,0,0,Mathematics,University of Houston,TX
2.3,3.0,9.0,0,,0.0,0,1,Mathematics,University of Arkansas,AR
4.6,2.5,10.0,1,100.0,0.0,0,1,Sociology,Gateway Community College,CT
3.9,3.8,20.0,1,83.0,0.0,1,0,Chemistry,California State University Fresno,CA
2.5,3.0,10.0,0,,0.0,0,0,Education,Texas A&M University at Corpus Christi,TX
4.3,3.3,9.0,0,83.0,0.0,0,1,Psychology,Texas Southmost College,TX
4.3,2.1,9.0,1,,0.0,0,1,Sociology,Minnesota State University Moorhead,MN
4.2,2.7,10.0,1,100.0,0.0,1,0,Business,Durham College,ON
4.5,2.6,11.0,1,100.0,0.0,0,0,Communication,East Los Angeles College,CA
4.8,2.0,7.0,1,80.0,0.0,1,0,History,Seneca College of Applied Arts and Technology-ALL,ON
4.7,2.2,21.0,1,,0.0,0,0,Computer Science,University of Missouri-Kansas City,MO
4.9,2.7,133.0,1,99.0,0.0,1,0,Physics,University of Maryland,MD
1.5,3.5,6.0,0,,0.0,1,0,Speech,Palm Beach State College (all campuses),FL
3.6,4.1,16.0,1,64.0,1.0,0,1,Biology,San Jacinto College - North,TX
5.0,1.0,6.0,1,,0.0,1,0,Music,University of Memphis,TN
4.6,3.2,6.0,1,,0.0,0,0,Psychology,Vassar College,NY
1.8,3.5,13.0,0,60.0,0.0,0,1,Women's Studies,University of Wisconsin - La Crosse,WI
2.2,3.9,26.0,0,36.0,1.0,0,0,Physics,Southern Methodist University,TX
4.9,1.9,8.0,0,,0.0,0,1,English,Florida International University,FL
4.6,2.6,7.0,1,,0.0,0,0,Communication,East Los Angeles College,CA
3.3,3.3,8.0,0,83.0,0.0,1,0,Sociology,Vancouver Island University,BC
3.8,2.5,9.0,0,71.0,0.0,0,0,Mathematics,New York City College of Technology,NY
4.7,2.7,6.0,0,,0.0,0,1,Education,Western Kentucky University,KY
4.4,2.7,28.0,1,85.0,0.0,1,0,Management,Concordia University,QC
4.9,1.9,17.0,1,100.0,0.0,1,0,History,Los Angeles Trade Technical College,CA
1.7,3.7,19.0,0,30.0,0.0,0,0,Computer Science,Pennsylvania State University,PA
3.3,3.3,8.0,0,,1.0,0,0,Sociology,California State University Dominguez Hills,CA
4.3,2.4,8.0,1,,0.0,1,0,Biology,Anne Arundel Community College (all campuses),MD
3.2,3.8,9.0,1,57.0,2.0,0,1,English,Lake Sumter State College,FL
3.8,3.4,12.0,0,89.0,0.0,1,0,Mathematics,Tarrant County College (all),TX
4.9,1.2,6.0,1,,1.0,0,1,Music,Truckee Meadows Community College,NV
2.3,2.8,12.0,0,36.0,0.0,0,1,Computer Science,Henry Ford College,MI
3.6,3.0,9.0,0,100.0,1.0,0,1,Business,Sacramento City College,CA
4.2,3.2,11.0,0,88.0,0.0,0,0,Political Science,El Camino College Compton Center,CA
5.0,1.8,7.0,1,,0.0,0,1,Communication,Radford University,VA
5.0,2.4,9.0,1,100.0,0.0,1,0,Mathematics,University of Minnesota-Twin Cities,MN
5.0,1.5,11.0,1,,0.0,1,0,Business Administration,University of New Brunswick,NB
5.0,2.0,6.0,0,100.0,0.0,1,0,Biology,Suffolk County Community College,NY
3.3,3.3,6.0,0,40.0,0.0,0,0,Management,Northern Illinois University,IL
3.1,3.1,14.0,0,,0.0,1,0,Psychology,University of Arizona,AZ
3.6,3.9,9.0,0,67.0,4.0,0,1,Mathematics,Community College of Baltimore County,MD
4.7,1.2,24.0,0,92.0,0.0,1,0,Mexican American Studies,University of Arizona,AZ
4.6,2.7,11.0,1,,0.0,1,0,Mathematics,Rowan University,NJ
4.0,2.8,13.0,0,86.0,0.0,0,1,Biological Sciences,University of South Florida St. Petersburg,FL
4.8,2.4,8.0,1,,0.0,0,1,Mathematics,Butte College,CA
4.8,2.4,7.0,0,100.0,0.0,1,0,Religion,University of Tulsa,OK
3.1,2.7,6.0,1,,0.0,1,0,Marketing,Grand Canyon University,AZ
4.4,3.5,10.0,0,,0.0,1,0,Computer Science,California State University Long Beach,CA
4.3,3.6,7.0,0,,4.0,0,1,History,Salt Lake Community College,UT
3.7,3.5,6.0,0,,0.0,1,0,Business,Bronx Community College,NY
4.3,3.8,15.0,1,82.0,5.0,1,0,Business,Austin Community College,TX
4.6,2.7,13.0,1,100.0,0.0,1,0,Accounting,Community College of Denver,CO
3.7,3.2,6.0,1,,0.0,0,1,Accounting,Sonoma State University,CA
5.0,2.9,13.0,1,,0.0,0,1,Heavy Equipment Technology,Vancouver Island University,BC
3.5,3.6,7.0,0,,0.0,0,1,English,Pennsylvania State University - Harrisburg,PA
3.8,3.4,13.0,0,88.0,0.0,1,0,Mathematics,Embry-Riddle Aeronautical University,FL
4.6,3.7,20.0,1,100.0,0.0,0,1,Biology,San Jacinto College South,TX
3.8,3.1,10.0,1,,1.0,1,0,Psychology,Memorial University - Grenfell Campus,NL
3.8,3.4,12.0,0,,0.0,0,0,History,University at Albany (SUNY Albany),NY
4.1,3.2,6.0,0,,0.0,0,1,Business,University of Redlands,CA
3.6,3.0,10.0,1,,0.0,0,0,Computer Science,University of North Georgia - Dahlonega,GA
3.7,3.1,12.0,1,,0.0,1,0,English,University of Texas at Arlington,TX
4.1,3.0,6.0,0,,0.0,1,0,English,Colorado State University,CO
3.6,3.3,12.0,0,67.0,0.0,1,0,Psychology,University of Toronto - St. George Campus,ON
5.0,1.3,12.0,1,,0.0,0,0,English,Barry University (all),FL
3.9,2.7,6.0,0,,0.0,0,0,Languages,Fordham University - Rose Hill,NY
3.0,3.7,7.0,1,67.0,0.0,0,0,Administration,Universite du Quebec a Montreal,QC
4.8,2.6,8.0,1,100.0,0.0,0,1,Psychology,Pikes Peak Community College,CO
2.0,4.2,6.0,0,,0.0,0,0,Languages,Armstrong State University,GA
4.4,2.6,16.0,0,82.0,0.0,1,0,History,Douglas College,BC
5.0,3.5,18.0,1,100.0,0.0,1,0,Criminal Justice,Rutgers - State University of New Jersey,NJ
4.7,2.1,7.0,1,,0.0,1,0,Mathematics,Kettering University,MI
4.2,2.6,25.0,1,75.0,1.0,0,1,Human Development  Family Studies,University of Houston,TX
3.2,3.9,19.0,1,88.0,0.0,0,1,Mathematics,Metropolitan State University of Denver,CO
3.5,3.8,13.0,0,55.0,0.0,0,1,Economics,Southern Methodist University,TX
4.5,2.2,63.0,1,100.0,12.0,0,1,Education,Florida State College at Jacksonville,FL
4.7,3.4,7.0,1,,0.0,1,0,Biology,Western Connecticut State University,CT
3.6,3.6,12.0,0,80.0,0.0,1,0,English,Los Angeles Southwest College,CA
2.0,2.3,6.0,0,,0.0,0,1,Anthropology,San Francisco State University,CA
4.6,3.0,6.0,1,,3.0,1,0,Business,Lawrence Technological University,MI
4.5,1.5,6.0,0,83.0,0.0,1,0,Human Development,Palm Beach State College (all campuses),FL
2.4,3.5,34.0,0,31.0,2.0,0,1,Biology,Miami University,OH
3.3,3.3,13.0,0,44.0,0.0,0,0,Information Systems,California State University Fullerton,CA
1.3,4.4,13.0,0,,10.0,0,0,Transportation  Logistics,American Public University System (all campuses),WV
1.6,3.1,9.0,0,,1.0,0,0,University Seminar,Texas State University,TX
3.3,3.6,11.0,0,57.0,0.0,1,0,Accounting,University of Central Arkansas,AR
4.4,3.2,14.0,1,100.0,0.0,1,0,Economics,Fullerton College,CA
4.0,3.4,27.0,1,78.0,0.0,0,1,Biology,West Chester University of Pennsylvania,PA
2.9,1.3,7.0,0,,0.0,0,0,Finance,University of San Francisco,CA
4.8,3.2,6.0,1,100.0,0.0,1,0,Education,University of Georgia,GA
4.3,2.9,10.0,1,88.0,0.0,1,0,Biology,George Mason University,VA
2.3,3.4,8.0,0,60.0,0.0,0,1,Accounting,American River College,CA
2.9,3.0,10.0,1,,0.0,1,0,Exercise  Sport Science,Elon University,NC
5.0,1.8,20.0,1,100.0,0.0,0,1,Marketing,DePaul University,IL
4.8,1.8,108.0,1,100.0,1.0,1,0,Information Systems,University of Nevada- Reno,NV
2.9,4.5,14.0,0,50.0,0.0,0,1,English,University of Alabama at Birmingham,AL
2.6,2.7,15.0,0,22.0,2.0,0,0,Health Science,California State University -  East Bay,CA
3.7,3.6,14.0,0,71.0,0.0,0,0,Accounting,Western Kentucky University,KY
4.8,2.5,13.0,1,100.0,0.0,0,0,Information Technology,"Minnesota State University, Mankato",MN
4.6,3.2,13.0,1,100.0,0.0,1,0,African-American Studies,University of Massachusetts,MA
2.8,3.8,6.0,0,,0.0,0,0,Mathematics,West Chester University of Pennsylvania,PA
3.3,3.2,21.0,0,57.0,0.0,1,0,Philosophy,Oakland University,MI
4.0,3.2,24.0,1,100.0,0.0,0,0,Mathematics,Kwantlen Polytechnic University-Surrey,BC
4.7,2.5,8.0,1,,0.0,1,0,Social Sciences,Miami Dade College (all),FL
4.7,2.0,15.0,1,,0.0,0,0,Religion,University of Georgia,GA
4.5,2.5,6.0,1,100.0,1.0,0,0,Mathematics,Pasco-Hernando State College (all campuses),FL
4.0,2.4,21.0,1,67.0,0.0,0,0,Freshman Seminar,Kennesaw State University,GA
4.0,3.2,6.0,1,,0.0,0,1,Anthropology,University of South Florida,FL
4.0,2.3,12.0,0,83.0,0.0,0,0,Earth  Environmental Sciences,CUNY Queens College,NY
2.2,4.4,12.0,0,,1.0,1,0,Mathematics,Tallahassee Community College,FL
3.0,3.0,7.0,0,,3.0,0,1,Psychology,Grand Canyon University,AZ
2.3,4.7,8.0,0,40.0,0.0,0,1,Fashion,Kent State University,OH
3.7,2.8,16.0,1,58.0,4.0,0,1,Art History,Collin College,TX
4.2,2.7,12.0,1,100.0,0.0,0,0,Chemistry,Lone Star College (all),TX
4.4,2.7,6.0,1,,0.0,0,1,College Success,Los Rios Community College,CA
3.8,3.4,14.0,1,,0.0,0,1,Biology,Nova Southeastern University,FL
4.6,3.0,9.0,0,100.0,2.0,1,0,Criminal Justice,"California State University, Sacramento",CA
4.1,2.5,11.0,1,80.0,0.0,0,1,English,University of Memphis,TN
4.5,3.3,10.0,1,100.0,7.0,1,1,Philosophy,Hopkinsville Community College,KY
4.9,1.8,7.0,1,100.0,7.0,0,1,Computer Information Systems,Southwestern College,CA
2.6,3.0,8.0,0,,0.0,1,0,Computer Science,University of Colorado-Boulder,CO
4.2,1.6,7.0,0,,0.0,1,0,Communication,Stephen F. Austin State University,TX
3.6,3.8,9.0,0,,0.0,0,0,Biology,York University (all campuses),ON
5.0,1.5,6.0,1,,0.0,0,0,Art History,University of Iowa,IA
2.8,4.1,9.0,0,60.0,0.0,0,1,Early Childhood Studies,Ryerson University,ON
2.5,3.8,8.0,0,,1.0,0,1,Sociology,Lehigh Carbon Community College,PA
4.6,2.5,14.0,0,100.0,0.0,0,0,Communication,Embry-Riddle Aeronautical University,FL
4.9,2.3,6.0,1,,0.0,1,0,Health Science,Bucks County Community College,PA
4.7,2.8,22.0,1,89.0,1.0,1,0,Mathematics,Wilbur Wright College,IL
1.3,1.2,13.0,0,,0.0,0,1,Languages,Peabody Institute of Johns Hopkins University,MD
4.0,3.0,9.0,1,,2.0,1,0,Psychology,Montclair State University,NJ
3.1,3.8,9.0,1,60.0,0.0,0,0,Economics,Brooklyn College,NY
2.1,3.7,20.0,0,36.0,4.0,0,1,English,Cuyahoga Community College (all campuses),OH
3.2,3.0,11.0,0,63.0,0.0,1,0,Mathematics,Shelton State Community College,AL
4.5,2.5,13.0,0,100.0,0.0,1,0,Mathematics,University of Illinois at Chicago,IL
4.9,1.7,14.0,1,100.0,0.0,1,0,English,Miami Dade College (all),FL
3.0,4.0,13.0,0,29.0,0.0,1,0,Writing,Loyola University Maryland,MD
4.8,2.8,19.0,1,100.0,0.0,0,1,English,Fitchburg State University,MA
3.6,3.1,7.0,0,60.0,0.0,0,1,Health Science,University of Oklahoma,OK
4.0,3.2,16.0,1,100.0,0.0,0,0,Mathematics,Texas Tech University,TX
3.7,3.6,8.0,0,86.0,0.0,0,0,Engineering,East Carolina University,NC
2.0,4.0,93.0,0,35.0,0.0,1,0,Chemistry,Florida State University,FL
3.4,3.0,9.0,0,60.0,0.0,0,1,Psychology,SUNY Old Westbury,NY
3.9,2.9,20.0,0,,0.0,0,0,Mathematics,Sierra College,CA
4.9,1.8,35.0,1,100.0,0.0,1,0,Psychology,East Carolina University,NC
1.2,4.6,14.0,0,,0.0,1,0,Chemistry,Sam Houston State University,TX
4.6,1.7,18.0,1,100.0,0.0,0,1,Philosophy  Religion,University of North Texas,TX
4.4,3.0,29.0,1,92.0,2.0,1,0,Mathematics,Fresno City College,CA
4.1,2.1,8.0,1,86.0,0.0,1,0,Music,Tarrant County College (all),TX
4.6,1.7,12.0,0,100.0,1.0,1,0,Geography,Westfield State University,MA
4.8,2.4,17.0,1,100.0,6.0,0,1,Early Childhood Education,Cosumnes River College,CA
2.3,4.1,12.0,0,60.0,0.0,1,0,Economics,Purdue University - West Lafayette,IN
4.5,1.8,15.0,0,100.0,0.0,1,1,Writing,West Chester University of Pennsylvania,PA
4.4,2.9,14.0,0,100.0,0.0,1,0,Languages,West Chester University of Pennsylvania,PA
3.5,2.2,10.0,1,80.0,0.0,0,1,English,Hunter College,NY
3.7,3.0,7.0,0,,0.0,0,1,English,University of Texas Rio Grande Valley (all campuses),TX
4.3,3.1,9.0,1,88.0,0.0,0,1,Public Administration,University of Central Florida,FL
4.7,1.6,23.0,1,93.0,0.0,0,0,Psychology,College of DuPage,IL
3.8,3.4,8.0,1,86.0,0.0,1,0,Computer Information Systems,Mission College,CA
2.9,3.3,6.0,0,,0.0,1,0,Philosophy,City College of New York,NY
3.1,2.6,7.0,0,,1.0,0,1,Psychology,Southeastern Louisiana University,LA
4.3,2.1,14.0,1,,0.0,0,1,English,College of Southern Nevada (all campuses),NV
3.8,3.2,14.0,1,,2.0,0,1,Business,Wilmington University,DE
4.7,2.7,6.0,1,,0.0,1,0,Education,Concordia University Chicago,IL
4.4,3.4,7.0,0,,1.0,1,0,Industrial Engineering,Iowa State University,IA
4.0,2.6,28.0,1,86.0,2.0,0,1,Mathematics,Ohlone College,CA
1.9,2.7,6.0,0,,0.0,0,1,Speech Communication,Fullerton College,CA
1.4,4.2,6.0,0,,0.0,1,0,Mathematics,Borough of Manhattan Community College,NY
4.8,2.2,9.0,1,86.0,0.0,0,0,Mathematics,Kingsborough Community College,NY
2.3,4.3,10.0,0,,0.0,1,0,Chemistry,San Jose State University,CA
2.6,3.9,17.0,0,56.0,0.0,0,0,Biology,University of Louisiana at Monroe,LA
3.4,3.5,14.0,0,40.0,0.0,1,0,English As A Second Language,Sacramento City College,CA
3.7,2.1,13.0,0,71.0,0.0,1,0,Management,Robert Morris University,PA
2.2,3.8,10.0,0,22.0,0.0,1,0,Business,Northern Illinois University,IL
4.7,2.0,30.0,1,96.0,0.0,1,0,Science,Grand Canyon University,AZ
4.5,3.1,11.0,0,100.0,0.0,1,0,Anthropology,Texas A&M University at College Station,TX
1.4,2.8,6.0,0,,1.0,1,0,English,Colorado Mesa University,CO
4.8,1.7,8.0,1,,0.0,0,1,English,Adelphi University,NY
4.2,2.7,9.0,0,60.0,0.0,1,0,Finance,Miami Dade College (all),FL
4.9,1.7,9.0,1,100.0,0.0,0,0,Psychology,Jefferson State Community College,AL
3.0,3.0,7.0,1,,0.0,0,0,Engineering,San Diego State University,CA
3.4,2.3,16.0,0,73.0,0.0,0,0,Sociology,Irvine Valley College,CA
3.8,4.3,7.0,0,100.0,0.0,1,0,Mathematics,Augustana University,SD
2.0,1.7,6.0,0,33.0,0.0,1,0,Philosophy,Glendale Community College,AZ
4.5,2.9,11.0,1,100.0,0.0,0,1,Mathematics,University of South Carolina,SC
2.0,3.5,7.0,0,,0.0,1,0,Mathematics,Austin Community College,TX
3.4,3.0,6.0,0,,2.0,0,1,Nursing,Montgomery County Community College (all),PA
3.1,4.4,28.0,0,53.0,1.0,0,1,Biology,Shasta College,CA
4.9,2.3,7.0,1,,0.0,0,0,Engineering,Benjamin Franklin Institute of Technology,MA
4.8,2.5,12.0,1,100.0,0.0,1,0,Administration Of Justice,Diablo Valley College,CA
2.5,3.7,15.0,0,60.0,0.0,1,0,Biology,University of Texas at San Antonio,TX
4.1,2.5,27.0,1,79.0,0.0,1,0,Chemistry,Santa Monica College,CA
4.0,2.8,22.0,0,60.0,0.0,0,0,Mathematics,University of North Georgia - Gainesville,GA
5.0,1.4,29.0,1,100.0,0.0,1,0,Psychology,Miami Dade College (all),FL
3.1,3.0,6.0,1,,2.0,0,0,Sociology,Sam Houston State University,TX
4.3,1.7,7.0,1,,0.0,0,0,Marketing,College of Staten Island (CUNY - Staten Island),NY
5.0,1.9,11.0,1,100.0,0.0,0,1,Mathematics,College of Staten Island (CUNY - Staten Island),NY
2.9,3.6,11.0,1,40.0,0.0,0,0,Mathematics,Rutgers - State University of New Jersey,NJ
3.6,2.2,9.0,0,,0.0,0,1,Psychology,George Mason University,VA
4.0,3.6,22.0,1,63.0,0.0,1,0,Psychology,Concordia University,QC
3.9,2.5,41.0,1,,0.0,0,1,Political Science,Lone Star College (all),TX
4.6,3.2,10.0,1,100.0,0.0,0,1,Chemistry,Bryn Mawr College,PA
4.7,2.0,7.0,0,,0.0,0,1,English,Southern Connecticut State University,CT
4.7,2.6,8.0,1,100.0,0.0,1,0,Psychology,South Dakota School of Mines and Technology,SD
4.3,2.3,6.0,1,,0.0,1,0,French,University of Louisiana at Lafayette,LA
4.8,2.3,8.0,1,,0.0,1,0,Geography,Irvine Valley College,CA
3.7,2.1,7.0,0,,0.0,0,1,Religion,Louisiana State University,LA
4.7,2.0,7.0,1,100.0,0.0,1,0,American Studies,San Jose State University,CA
4.0,3.5,21.0,1,79.0,0.0,1,0,Geology,Orange Coast College,CA
4.3,1.7,6.0,0,,0.0,0,1,Social Work,Seton Hall University,NJ
4.8,2.3,7.0,0,,0.0,0,0,Economics,Seton Hall University,NJ
3.2,1.4,12.0,1,75.0,0.0,1,0,English,University of Nevada Las Vegas,NV
3.5,3.3,20.0,0,60.0,0.0,1,1,Biology,Northeastern University,MA
2.9,3.2,45.0,0,42.0,0.0,0,0,Engineering,University of Alberta,AB
4.8,2.1,9.0,0,88.0,0.0,1,0,Mathematics,San Jose State University,CA
2.0,4.5,6.0,0,,0.0,1,0,Finance,Thompson Rivers University,BC
5.0,2.4,19.0,1,100.0,0.0,1,0,Marketing,Canisius College,NY
4.8,3.4,10.0,1,89.0,5.0,1,0,Business,Tulsa Community College,OK
4.7,2.6,23.0,1,,1.0,0,0,History,Eastern Florida State College - Melbourne Campus,FL
3.0,3.5,14.0,0,86.0,2.0,1,0,Marketing,University of Texas at Arlington,TX
4.4,3.2,13.0,1,100.0,0.0,1,0,Business,Babson College,MA
4.7,2.7,12.0,1,100.0,0.0,1,0,Speech Communication,Tarrant County College (all),TX
3.2,3.0,10.0,0,56.0,0.0,0,1,Psychology,California State University San Marcos,CA
3.8,3.8,7.0,0,,0.0,0,1,Theology,Providence College,RI
3.6,2.9,11.0,0,50.0,0.0,0,1,Engineering,University of Texas at Dallas,TX
3.8,2.8,27.0,0,71.0,0.0,0,1,Chemistry,Ohlone College,CA
3.6,3.4,27.0,1,57.0,11.0,0,1,History,Milwaukee Area Technical College,WI
4.0,2.4,14.0,1,100.0,0.0,0,1,Economics,Glendale Community College,CA
4.1,2.1,22.0,0,83.0,0.0,0,0,Environment,Utah State University,UT
3.3,2.7,8.0,0,71.0,0.0,0,1,English,California State University Stanislaus,CA
4.3,2.5,6.0,0,,0.0,0,1,English,Ohlone College,CA
4.1,3.7,15.0,1,67.0,0.0,0,1,Liberal Studies,Seneca College of Applied Arts and Technology-ALL,ON
4.8,1.6,9.0,1,,0.0,1,0,English,Queensborough Community College,NY
4.5,2.7,6.0,0,100.0,0.0,0,1,Communication,Salisbury University,MD
4.8,1.7,6.0,1,100.0,0.0,1,0,English,Columbus State Community College,OH
4.8,2.8,12.0,1,100.0,0.0,0,1,Psychology,Rhode Island College,RI
4.9,1.6,8.0,0,,2.0,0,1,Communication,University of South Carolina Upstate,SC
4.5,2.5,10.0,0,67.0,0.0,0,1,English,University at Albany (SUNY Albany),NY
4.6,1.9,124.0,1,94.0,0.0,0,1,English,Lone Star College (all),TX
4.7,1.7,14.0,1,100.0,0.0,1,0,Speech,Saddleback College,CA
4.6,3.3,10.0,1,100.0,0.0,1,0,Movement Science,Grand Valley State University,MI
3.5,2.7,7.0,0,,0.0,0,0,Mathematics,University of Houston,TX
4.9,2.0,9.0,1,100.0,0.0,0,1,Psychology,Lakeland Community College,OH
1.1,4.5,8.0,0,,1.0,0,1,Respiratory Therapy,Ferris State University,MI
4.8,2.0,11.0,1,100.0,0.0,1,0,Communication,Prince George's Community College,MD
4.8,3.4,8.0,0,100.0,0.0,0,0,Mathematics,Duke University,NC
4.3,3.3,10.0,1,71.0,0.0,1,0,Mathematics,Glendale Community College,CA
4.9,2.0,12.0,0,100.0,7.0,1,0,Social Science,Middlesex Community College,MA
4.6,3.3,8.0,1,,0.0,0,0,History,Binghamton University (SUNY),NY
4.3,3.8,29.0,1,84.0,0.0,0,0,Business,University of Texas at Arlington,TX
3.8,4.0,23.0,1,100.0,0.0,1,0,Economics,San Diego State University,CA
5.0,2.2,6.0,0,,0.0,0,1,Sociology,University of Georgia,GA
3.9,3.3,6.0,0,60.0,0.0,1,0,Mathematics,Westfield State University,MA
2.4,4.0,8.0,0,,0.0,0,1,Biology,Georgia State University Perimeter College - Decatur,GA
4.4,3.2,6.0,0,,0.0,0,1,English,Clovis Community College,CA
3.3,2.0,6.0,0,,0.0,1,0,Mathematics,Palomar College,CA
4.4,2.8,25.0,1,89.0,3.0,0,1,Psychology,Los Angeles Southwest College,CA
4.0,4.2,8.0,1,,0.0,1,0,Biology,University of Texas at Austin,TX
4.5,3.9,8.0,1,100.0,1.0,1,0,Spanish,Cuesta College,CA
1.1,3.3,31.0,0,14.0,0.0,0,0,Business,University of Massachusetts,MA
1.5,4.3,59.0,0,7.0,1.0,1,0,Biological Sciences,Northern Arizona University,AZ
4.9,1.5,8.0,1,100.0,0.0,0,1,Humanities,Harold Washington College,IL
4.9,3.4,9.0,1,100.0,0.0,0,0,Medicine,Renton Technical College,WA
3.0,4.0,6.0,0,,0.0,1,0,Mathematics,Glendale Community College,AZ
2.7,3.6,25.0,0,29.0,0.0,0,0,Finance,Louisiana State University,LA
4.5,2.6,15.0,1,92.0,0.0,0,0,Psychology,The Ohio State University,OH
3.9,2.9,15.0,1,57.0,0.0,0,1,English,Santa Monica College,CA
4.3,1.5,6.0,0,,1.0,0,1,Communication,Seminole State College,FL
4.5,2.9,17.0,0,82.0,0.0,1,0,History  Classics,University of Alberta,AB
4.5,1.7,6.0,0,,0.0,0,0,French,University of Ottawa,ON
3.0,3.1,7.0,0,,3.0,0,1,Writing,Harvard University Extension School,MA
4.9,3.0,8.0,1,,0.0,0,0,Business,Kansas Wesleyan University,KS
4.8,3.2,7.0,1,,0.0,0,1,Physical Sciences,Santa Monica College,CA
5.0,2.6,8.0,1,,0.0,1,0,Film  Television,New York University,NY
4.7,3.2,28.0,1,91.0,2.0,1,0,Philosophy,Pierce College,CA
3.9,3.4,9.0,1,,1.0,0,1,English,City College of New York,NY
4.2,3.0,21.0,1,72.0,0.0,0,0,Philosophy,Miami Dade College (all),FL
3.9,3.0,6.0,0,80.0,3.0,0,1,Communication,Utah Valley University,UT
3.7,2.1,7.0,0,100.0,0.0,1,0,History,Kingsborough Community College,NY
3.0,3.3,13.0,0,46.0,1.0,0,0,English,Nicholls State University,LA
4.0,2.2,12.0,1,67.0,2.0,0,1,Film,J. Sargeant Reynolds Community College,VA
2.3,3.1,8.0,0,,1.0,0,0,Communication,Flagler College,FL
2.6,4.7,6.0,0,,6.0,1,0,Business,Wilmington University,DE
2.0,2.7,6.0,0,40.0,0.0,0,0,Law,Universite de Montreal,QC
